epoch,acc,loss
0,0.5738405,0.6859669035669671
1,0.57651854,0.6785548777758855
2,0.57849795,0.6755944196770267
3,0.58218515,0.6744616346708113
4,0.58536774,0.6735909786613941
5,0.5858723,0.6724413478140828
6,0.590685,0.6710337949011965
7,0.59111196,0.6682407774556014
8,0.59223753,0.6670906842923178
9,0.5942946,0.666680102990989
10,0.59491557,0.6655602277169615
11,0.5992626,0.6621559272246432
12,0.600621,0.6612842903839554
13,0.6040753,0.661834149862201
14,0.60384244,0.6594304068537793
15,0.6069862,0.6577781023087141
16,0.60993594,0.6548955261510667
17,0.6091985,0.6547408900306267
18,0.61265284,0.6504715395047783
19,0.61428297,0.6504161373564463
20,0.61339027,0.6474220572340588
21,0.61851346,0.6473064046518654
22,0.62130797,0.6441916670841822
23,0.6232486,0.6421367169860819
24,0.6257714,0.640365467854849
25,0.6249952,0.6384650140902428
26,0.62619835,0.637020948743811
27,0.6295362,0.6349031323151706
28,0.63326216,0.6324930260696389
29,0.63500875,0.6310953666244042
30,0.63632834,0.6289043077838645
31,0.6380361,0.6263285278071021
32,0.6394333,0.6252036570369122
33,0.6425383,0.6200718036651981
34,0.64230543,0.6205368200390403
35,0.6427712,0.6181450631695767
36,0.64401317,0.6176819571795428
37,0.6528624,0.6137935290816869
38,0.6491364,0.6118460944502557
39,0.6465748,0.610763581930816
40,0.65088296,0.6138518605675486
41,0.6506113,0.6068652269564021
42,0.65290123,0.6050435084591508
43,0.65647197,0.601951409862177
44,0.6550359,0.6038298036366001
45,0.6581409,0.6044714003356018
46,0.66155636,0.5976844611698601
47,0.66171163,0.5968429921276242
48,0.66543764,0.5993641516178204
49,0.6650495,0.5960023055603128
50,0.6653988,0.5904487389072779
51,0.6650495,0.5899448673956005
52,0.6666796,0.5890072989736787
53,0.66928005,0.5890281727030373
54,0.66683483,0.5868699282945625
55,0.67343295,0.5820826629701226
56,0.6718028,0.5878647618367329
57,0.6739763,0.5812342106636672
58,0.67444205,0.5770705590103752
59,0.67533475,0.5826504531194464
60,0.6806132,0.5843294248265385
61,0.682942,0.5788100322369069
62,0.6824762,0.5748818672376537
63,0.6805356,0.5742749836637792
64,0.6846885,0.5668984392835357
65,0.686668,0.565641262489408
66,0.6875218,0.5621146254855962
67,0.6882981,0.5647845256485894
68,0.6896177,0.5637701193522463
69,0.6915583,0.5615890696329583
70,0.69016105,0.557979625351286
71,0.6903551,0.5640175826290892
72,0.693693,0.5619100850426108
73,0.6931108,0.5614217311300029
74,0.69380945,0.5560253818255361
75,0.69423634,0.5562072046978738
76,0.69703084,0.5581696857671332
77,0.69951487,0.5525694030686394
78,0.6986998,0.5526668846873248
79,0.6996701,0.5528294008865001
80,0.7028527,0.5496634345482142
81,0.7040171,0.5516428736860304
82,0.702387,0.5450625528300037
83,0.7052203,0.5433795261632903
84,0.70359015,0.5452584087420685
85,0.7059965,0.5414882174469119
86,0.7078983,0.5412767361465667
87,0.7069668,0.5464797978918922
88,0.7074714,0.5438519650111262
89,0.71088684,0.5389558191834296
90,0.7100718,0.5453870883016663
91,0.7107316,0.537356118815352
92,0.70956725,0.5404663237522764
93,0.7111197,0.5365288234441784
94,0.7137978,0.5394703965776526
95,0.7167087,0.5342306223432463
96,0.7110421,0.5404801120879279
97,0.716864,0.5378347530854042
98,0.7191539,0.5325012795975572
99,0.7189598,0.5262231075969594
0,0.7160489,0.5313501029715084
1,0.71713567,0.5364602970077579
2,0.71624297,0.5401977026529643
3,0.71833885,0.5390652321575453
4,0.7217931,0.5307761018863354
5,0.7188822,0.5286490391926143
6,0.72338444,0.5270433392920079
7,0.7258296,0.5259678109118296
8,0.7248593,0.5251494336216144
9,0.7267611,0.531465335190007
10,0.7270716,0.5292665141567591
11,0.72524744,0.5282679664297473
12,0.7266447,0.5256160288580686
13,0.7286241,0.5289107543020695
14,0.7258296,0.5334094504696546
15,0.7259849,0.5364920745804175
16,0.72687757,0.5275982731364431
17,0.7260237,0.5327814099500879
18,0.73223364,0.5206056188546915
19,0.7280031,0.5264163520864531
20,0.72850764,0.5245639830995434
21,0.7297885,0.5160640740241909
22,0.7297885,0.5306252074616409
23,0.732777,0.5179951428592078
24,0.73320395,0.5314551954885467
25,0.7352998,0.5284618745608027
26,0.7305647,0.5325508260527977
27,0.729478,0.5352446516231497
28,0.7333204,0.5183491816850119
29,0.73537743,0.5184926686866663
30,0.7364642,0.5241992604216626
31,0.73696876,0.5315607107150631
32,0.73592085,0.5220696282576478
33,0.73727924,0.5211432628601055
34,0.735688,0.5315212917401909
35,0.73324275,0.5280727501519786
36,0.7364642,0.5210114795398694
37,0.7393363,0.5180531977288542
38,0.73704636,0.5145816917954291
39,0.7355715,0.5281010138625292
40,0.7363866,0.5238469710610062
41,0.7375509,0.5236527893859253
42,0.7374733,0.529626296953671
43,0.738366,0.5287215985847912
44,0.73883176,0.5209623215037967
45,0.74092764,0.5258932605764599
46,0.73918104,0.5205672273260169
47,0.7384436,0.5261598444739153
48,0.7376286,0.5263986827053423
49,0.7401902,0.5263599157749785
50,0.7440326,0.5104142550887262
51,0.7424413,0.5223657219335451
52,0.73883176,0.5228665781748681
53,0.74069476,0.5261684835176895
54,0.7426742,0.5149815395714449
55,0.74189794,0.5214460889274765
56,0.743334,0.5175047560893007
57,0.74069476,0.5333712559543997
58,0.7399185,0.5219703117429967
59,0.7481467,0.5153395659109701
60,0.7449641,0.5232511114245962
61,0.74492526,0.5240165688818967
62,0.7465166,0.5158337563166404
63,0.74286824,0.5175582772987273
64,0.7431011,0.5205623197655018
65,0.7424801,0.520428148723449
66,0.74205315,0.5119196758533066
67,0.7452358,0.5267223654083898
68,0.74477005,0.5287712893080253
69,0.7462837,0.522758002418142
70,0.7464778,0.5210344488935843
71,0.74791384,0.5194004735598721
72,0.74958277,0.5198253239459629
73,0.74690473,0.5179778431101769
74,0.74779737,0.5138728493594346
75,0.74799144,0.5112961984816603
76,0.74880654,0.516504888879936
77,0.75163984,0.5151623238400767
78,0.7513681,0.5145978592285573
79,0.7484572,0.5162426245483223
80,0.750359,0.5192017868343382
81,0.75167865,0.5028252407124777
82,0.74764216,0.5293154591915331
83,0.7493887,0.5164668720531482
84,0.7503978,0.5191335943759402
85,0.7493111,0.5182323217183762
86,0.7512517,0.5132346153837626
87,0.7532311,0.5129384561462261
88,0.75206673,0.5122549885156292
89,0.74985445,0.5241446721445073
90,0.7533476,0.5101495553330729
0,0.57244325,0.6864512707477816
1,0.5806714,0.6788037575265169
2,0.5833883,0.6769058895046309
3,0.58501846,0.6742980783572827
4,0.58598876,0.6738548920452074
5,0.5847079,0.6718426471632845
6,0.58812344,0.6716891186713432
7,0.5915777,0.6700672102094783
8,0.59305257,0.6682875848616903
9,0.5954201,0.6673320153720537
10,0.5952649,0.6649373102993172
11,0.59580827,0.6646407447091681
12,0.5973608,0.6620270368869203
13,0.60077626,0.6619163307383896
14,0.60100913,0.659454926346983
15,0.6024064,0.6582625523276082
16,0.60582185,0.6590785526475142
17,0.60570544,0.6582396436288198
18,0.6059383,0.6551142913217617
