epoch,acc,loss
0,0.5748884,0.6848416020517184
1,0.5757811,0.6831032484775604
2,0.57655734,0.6820639522404618
3,0.57752764,0.6825893413874794
4,0.57904136,0.6822758157924613
5,0.5771007,0.6826521915693596
6,0.5778381,0.6826860103842218
7,0.5776829,0.6825594633453312
8,0.57822627,0.682760556540442
9,0.5779934,0.6822071795877197
10,0.5787308,0.6827227602901678
11,0.57729477,0.6828194706550552
12,0.5798952,0.6833042862598997
13,0.58043855,0.6825563224384953
14,0.58001167,0.6818153741543395
15,0.5787696,0.6820620249526699
16,0.5778381,0.6814490071019454
17,0.5779158,0.6818681501564923
18,0.5782651,0.6812416227724907
19,0.5796235,0.6811018908114057
20,0.57946825,0.6814471727779668
21,0.5815253,0.681083553338916
22,0.5807103,0.6801423687461092
23,0.580555,0.6805459864991349
24,0.579934,0.680858401021008
25,0.58024454,0.6809224176980583
26,0.58253443,0.6803303195693159
27,0.58001167,0.6800367570238023
28,0.58039975,0.6801409420864387
29,0.58117604,0.6800240542734569
30,0.57935184,0.6799952636175934
31,0.5802057,0.6798180734558334
32,0.5817194,0.6796748029128478
33,0.58140886,0.6804132725992135
34,0.58140886,0.6796530848842164
35,0.5810596,0.6797997429582324
36,0.5815253,0.6793503808184038
37,0.58098197,0.6801734659872124
38,0.58140886,0.6801525370694816
39,0.5817194,0.6798916020671905
40,0.58133125,0.6801265695454564
41,0.5824568,0.6796665907137468
42,0.58133125,0.6802569230274161
43,0.5807879,0.6799903800180762
44,0.5816806,0.6806431262117901
45,0.58435863,0.679539980123558
46,0.58257324,0.6802624828464287
47,0.58311665,0.6794071797303914
48,0.5840093,0.6797223710930511
49,0.58164173,0.6793400469669295
50,0.5820687,0.6787457010918582
51,0.5838541,0.6796556445387714
52,0.58164173,0.6795654771583834
53,0.5845139,0.6795005602187008
54,0.58509606,0.6795055202551312
55,0.5819911,0.680687133529777
56,0.5826897,0.6798214221125595
57,0.58319426,0.6794657199794104
58,0.5839705,0.6794556076587253
59,0.58342713,0.6787740173858969
60,0.58140886,0.6793692314992616
61,0.5829614,0.6798705204699587
62,0.5836988,0.6788196154295901
63,0.58331066,0.6795819013229324
64,0.58536774,0.6796018071899177
65,0.5839705,0.6791062014579032
66,0.5845915,0.679391007304955
67,0.5836988,0.6790227685741792
68,0.58598876,0.6784795020081431
69,0.5848632,0.6786043679346373
70,0.5833495,0.6786660542516785
71,0.58323306,0.6777495783092026
72,0.58536774,0.6786958962210446
73,0.58117604,0.6784606367667717
74,0.5866874,0.6783028565793969
75,0.5845139,0.6780949584007633
76,0.58307785,0.6796588736160644
77,0.5849796,0.6782381022575641
78,0.58509606,0.678148876112363
79,0.58350474,0.6780141052981383
80,0.58404815,0.6786335719758368
81,0.5835824,0.6780209391435882
82,0.5848632,0.6782723098039025
83,0.58342713,0.678084597989191
84,0.585523,0.6782244198881675
85,0.5858723,0.6779805379355275
86,0.5845527,0.6778737503048426
87,0.5856394,0.6783252284616123
88,0.585523,0.6780194062435254
89,0.584902,0.677992063930792
90,0.5866486,0.6780804466187965
91,0.5847468,0.6784150780438682
92,0.5864933,0.6778145138323943
93,0.5847079,0.6782300013975798
94,0.58758,0.6776449976304237
95,0.5847079,0.6778713213687217
96,0.5845915,0.6779186620333809
97,0.58408695,0.6777226399847912
98,0.58594996,0.6776334934296618
99,0.5876965,0.6775158057669957
0,0.5751601,0.6829288110440619
1,0.57721716,0.6826025893705321
2,0.57752764,0.6818567695142042
3,0.5785756,0.6835707178121397
4,0.5790025,0.6824619274543786
5,0.577877,0.6828772686047391
6,0.5776441,0.6816359189258555
7,0.57935184,0.6825191792089824
8,0.57818747,0.6808425494820869
9,0.5783039,0.6828609225589419
10,0.5802057,0.6816639685038569
11,0.5788861,0.6827702746862304
12,0.5797011,0.6805571933753185
13,0.57927424,0.6821807180842727
14,0.5807103,0.6805793275283467
15,0.58001167,0.6806803479510188
16,0.5801281,0.6803306342466766
17,0.5819135,0.6798026444979971
18,0.5819135,0.680706283328095
19,0.5798564,0.6802581358066976
20,0.5807103,0.6803698375899191
21,0.58043855,0.67959064405311
22,0.5811372,0.6788599796996587
23,0.58214635,0.6795076443573907
24,0.582418,0.6802666387094379
25,0.58133125,0.6804015453315674
26,0.5810984,0.6803150645788494
27,0.58129245,0.6804989098530937
28,0.58039975,0.6803251463835295
29,0.5817582,0.6797929932278567
30,0.58214635,0.6797884195285377
31,0.5814865,0.6802095159405346
32,0.5819135,0.6786728876321357
33,0.5824956,0.6792396521859786
34,0.5816806,0.678513568472034
35,0.58315545,0.6789965565959251
36,0.58253443,0.6785029426098518
37,0.5827673,0.6785247508701759
38,0.5837764,0.6790861785654742
39,0.581797,0.6793765583154925
40,0.5827673,0.6784350316778517
41,0.58218515,0.6792010236429562
42,0.58366,0.6789858658800026
43,0.58137006,0.6790655087018138
44,0.58315545,0.6793641525195822
45,0.5815253,0.6791158004614906
46,0.5806326,0.679926905446022
47,0.5845527,0.6799137150295124
48,0.5840093,0.6798504222001517
49,0.5837764,0.6794515504944377
50,0.58327186,0.6796722885268234
51,0.58366,0.6792905302388261
52,0.58218515,0.6789188479280648
53,0.58354354,0.6800591782854526
54,0.58214635,0.6802017996108997
55,0.58529013,0.6807048602379944
56,0.58439744,0.6810909641522378
57,0.58164173,0.6808583508365113
58,0.5837376,0.6795801268256847
59,0.58350474,0.6812537337469171
60,0.5846303,0.680067250068364
61,0.58703667,0.6789392050622436
62,0.58536774,0.6802281809135383
63,0.5849796,0.680823364277245
64,0.58404815,0.6802019833963218
65,0.5839705,0.6799713555040254
66,0.58331066,0.6808296483626718
67,0.5868814,0.67937950040446
68,0.58420336,0.6805049458337529
69,0.5838541,0.6802081631869222
70,0.58544534,0.6809289842757257
71,0.5848632,0.6812600684494456
72,0.5835824,0.6823933252681234
73,0.58416456,0.6808812030629928
74,0.58420336,0.6800005999417438
75,0.58695906,0.6821316192572542
76,0.5846691,0.6813093713573083
77,0.5846691,0.6808599995844993
78,0.58435863,0.6807542381299576
79,0.5866874,0.6818960585618237
80,0.5855618,0.6803997467680624
81,0.5845139,0.6799970061043825
82,0.58536774,0.6819062730212502
83,0.5874636,0.6803406305505585
84,0.58629924,0.680950932409748
85,0.58695906,0.6805185152585359
86,0.58420336,0.6815487123382409
